,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
8002,Ivanhoe,Waterdale,4,h,1410000.0,S,Barry,2017,7.9,3079.0,4.0,2.0,1.0,449.0,252.0,1945.0,Banyule,-37.777,145.0414,Eastern Metropolitan,5549.0
8004,Ivanhoe,Livingstone,4,h,1650000.0,PI,Miles,2017,7.9,3079.0,4.0,2.0,1.0,589.0,185.0,1910.0,Banyule,-37.7671,145.037,Eastern Metropolitan,5549.0
8008,Ivanhoe,Sylvan,3,h,1851000.0,S,Jellis,2017,7.9,3079.0,3.0,2.0,2.0,618.0,215.0,1960.0,Banyule,-37.7817,145.0391,Eastern Metropolitan,5549.0
8012,Ivanhoe East,The,5,h,2325000.0,PI,Jellis,2017,9.0,3079.0,5.0,3.0,2.0,737.0,325.0,2008.0,Banyule,-37.7794,145.0647,Eastern Metropolitan,1554.0
8013,Ivanhoe East,The,3,h,2400000.0,VB,Miles,2017,9.0,3079.0,3.0,2.0,2.0,1132.0,240.0,1950.0,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554.0
8015,Kealba,Donnelly,4,h,646000.0,S,Ray,2017,15.0,3021.0,4.0,2.0,2.0,658.0,198.0,1980.0,Brimbank,-37.7358,144.8217,Western Metropolitan,1202.0
8017,Keilor East,Park,3,h,843000.0,S,Nelson,2017,12.8,3033.0,3.0,2.0,4.0,573.0,176.0,1980.0,Moonee Valley,-37.7473,144.8555,Western Metropolitan,5629.0
8018,Keilor East,Rachelle,3,h,835000.0,S,Brad,2017,12.8,3033.0,3.0,2.0,2.0,700.0,126.0,1980.0,Moonee Valley,-37.7322,144.8722,Western Metropolitan,5629.0
8019,Keilor East,Wyong,3,h,635000.0,S,Nelson,2017,12.8,3033.0,3.0,2.0,1.0,162.0,115.0,2015.0,Moonee Valley,-37.7308,144.8664,Western Metropolitan,5629.0
8021,Keilor East,Cecelia,3,h,745000.0,S,Nelson,2017,12.8,3033.0,3.0,1.0,1.0,535.0,134.0,1980.0,Moonee Valley,-37.7475,144.852,Western Metropolitan,5629.0
8022,Keilor East,Pennington,3,h,941000.0,S,Harcourts,2017,12.8,3033.0,3.0,1.0,1.0,703.0,111.0,1965.0,Moonee Valley,-37.746,144.8651,Western Metropolitan,5629.0
8028,Kew,Uvadale,5,h,3800000.0,VB,Jellis,2017,5.6,3101.0,5.0,5.0,3.0,609.0,424.0,1970.0,Boroondara,-37.8064,145.0451,Southern Metropolitan,10331.0
8030,Kew,Earl,3,t,752000.0,S,hockingstuart,2017,5.6,3101.0,3.0,2.0,2.0,0.0,102.0,1980.0,Boroondara,-37.794,145.033,Southern Metropolitan,10331.0
8031,Kew,Wiltshire,3,t,690000.0,S,McGrath,2017,5.6,3101.0,3.0,1.0,2.0,111.0,3.0,1872.0,Boroondara,-37.7941,145.0238,Southern Metropolitan,10331.0
8033,Kew,Malin,4,h,2600000.0,S,Marshall,2017,5.6,3101.0,4.0,2.0,0.0,320.0,186.36,1920.0,Boroondara,-37.8127,145.0451,Southern Metropolitan,10331.0
8034,Kew,Mawson,5,h,4515000.0,S,Marshall,2017,5.6,3101.0,5.0,4.0,2.0,800.0,490.0,2012.0,Boroondara,-37.8147,145.0571,Southern Metropolitan,10331.0
8036,Kew,Normanby,2,u,820000.0,PI,Noel,2017,5.6,3101.0,2.0,1.0,1.0,826.0,95.0,1960.0,Boroondara,-37.805,145.0546,Southern Metropolitan,10331.0
8041,Kew,Earl,3,t,835000.0,S,Hall,2017,5.6,3101.0,3.0,2.0,2.0,247.0,147.2,2007.0,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331.0
8043,Kew East,Westbrook,2,u,590000.0,VB,Jellis,2017,7.5,3102.0,2.0,1.0,1.0,838.0,70.0,1970.0,Boroondara,-37.7974,145.0526,Southern Metropolitan,2671.0
8044,Kew East,Kilby,3,h,1402000.0,S,Nelson,2017,7.5,3102.0,3.0,2.0,2.0,422.0,120.0,1950.0,Boroondara,-37.7927,145.056,Southern Metropolitan,2671.0
8046,Kingsville,Chirnside,3,h,1190000.0,SP,Village,2017,7.8,3012.0,3.0,1.0,1.0,276.0,105.0,1925.0,Maribyrnong,-37.8082,144.8828,Western Metropolitan,1808.0
8047,Kingsville,Coronation,4,h,1205000.0,S,hockingstuart,2017,7.8,3012.0,4.0,1.0,1.0,318.0,145.0,1960.0,Maribyrnong,-37.8105,144.8803,Western Metropolitan,1808.0
8048,Kingsville,Geelong,3,h,860000.0,SP,Village,2017,7.8,3012.0,3.0,1.0,3.0,555.0,168.0,1940.0,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808.0
8054,Maidstone,Pullar,2,h,472500.0,S,Burnham,2017,9.2,3012.0,2.0,1.0,0.0,315.0,89.0,1990.0,Maribyrnong,-37.7835,144.8723,Western Metropolitan,3873.0
8055,Maidstone,Clarendon,3,t,675000.0,S,Biggin,2017,9.2,3012.0,3.0,2.0,2.0,159.0,128.0,2016.0,Maribyrnong,-37.785,144.8673,Western Metropolitan,3873.0
8056,Maidstone,Eucalyptus,2,u,405000.0,SP,Pagan,2017,9.2,3012.0,2.0,2.0,1.0,2787.0,75.0,2013.0,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873.0
8058,Maidstone,Winston,3,h,930000.0,SP,Biggin,2017,9.2,3012.0,3.0,1.0,2.0,660.0,88.0,1955.0,Maribyrnong,-37.7851,144.8654,Western Metropolitan,3873.0
8059,Malvern,Johnstone,1,u,365000.0,SP,hockingstuart,2017,7.4,3144.0,1.0,1.0,1.0,0.0,46.0,1960.0,Stonnington,-37.8691,145.0345,Southern Metropolitan,4675.0
8062,Malvern,Chandlers,3,h,2250000.0,S,Marshall,2017,7.4,3144.0,3.0,2.0,2.0,192.0,191.0,2010.0,Stonnington,-37.8654,145.0297,Southern Metropolitan,4675.0
8064,Malvern East,Chadstone,3,h,2250000.0,S,Fletchers,2017,11.2,3145.0,3.0,1.0,2.0,840.0,170.0,1950.0,Stonnington,-37.883,145.0791,Southern Metropolitan,8801.0
8065,Malvern East,Kerferd,4,h,3200000.0,S,Marshall,2017,11.2,3145.0,4.0,2.0,2.0,709.0,214.0,1910.0,Stonnington,-37.8693,145.0423,Southern Metropolitan,8801.0
8069,Malvern East,Tooronga,3,h,2020000.0,S,Marshall,2017,11.2,3145.0,3.0,2.0,2.0,711.0,196.0,1915.0,Stonnington,-37.8723,145.0387,Southern Metropolitan,8801.0
8070,Malvern East,Grant,2,u,1211000.0,S,Ray,2017,11.2,3145.0,2.0,1.0,1.0,259.0,99.0,1970.0,Stonnington,-37.8718,145.0526,Southern Metropolitan,8801.0
8071,Malvern East,Quentin,4,h,1380000.0,S,hockingstuart,2017,11.2,3145.0,4.0,2.0,2.0,230.0,178.0,2007.0,Stonnington,-37.8806,145.0831,Southern Metropolitan,8801.0
8072,Malvern East,Rotherwood,4,h,1715157.0,S,Jellis,2017,11.2,3145.0,4.0,3.0,2.0,380.0,160.0,2008.0,Stonnington,-37.8792,145.0869,Southern Metropolitan,8801.0
8074,Malvern East,Waverley,3,h,1220000.0,S,Jellis,2017,11.2,3145.0,3.0,1.0,2.0,446.0,134.0,1980.0,Stonnington,-37.8784,145.0654,Southern Metropolitan,8801.0
8077,Maribyrnong,High,5,h,1620000.0,S,Biggin,2017,8.7,3032.0,5.0,3.0,2.0,601.0,274.0,2001.0,Maribyrnong,-37.7637,144.8843,Western Metropolitan,4918.0
8078,Maribyrnong,Riverview,4,h,1190000.0,S,Rendina,2017,8.7,3032.0,4.0,3.0,2.0,224.0,205.0,2015.0,Maribyrnong,-37.7641,144.8885,Western Metropolitan,4918.0
8080,Melbourne,Little,4,u,1850000.0,VB,hockingstuart,2017,2.8,3000.0,4.0,2.0,1.0,0.0,213.0,1938.0,Melbourne,-37.8177,144.9544,Northern Metropolitan,17496.0
8081,Melbourne,Little,1,u,333000.0,SP,Biggin,2017,2.8,3000.0,1.0,1.0,0.0,0.0,41.0,2010.0,Melbourne,-37.8122,144.9582,Northern Metropolitan,17496.0
8082,Melbourne,Elizabeth,2,u,452000.0,S,RT,2017,2.8,3000.0,2.0,1.0,0.0,0.0,60.0,2006.0,Melbourne,-37.8084,144.9602,Northern Metropolitan,17496.0
8084,Melbourne,Flinders,1,u,275000.0,VB,Whiting,2017,2.8,3000.0,1.0,1.0,0.0,0.0,52.0,2000.0,Melbourne,-37.8199,144.9558,Northern Metropolitan,17496.0
8085,Melbourne,Flinders,2,u,683000.0,S,MICM,2017,2.8,3000.0,2.0,2.0,1.0,1136.0,88.0,2009.0,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496.0
8086,Melbourne,Swanston,2,u,640000.0,VB,Greg,2017,2.8,3000.0,2.0,1.0,1.0,0.0,66.0,2005.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496.0
8088,Mont Albert,Howson,4,h,2100000.0,VB,Harcourts,2017,11.8,3127.0,4.0,2.0,5.0,719.0,271.0,1950.0,Whitehorse,-37.812,145.1082,Eastern Metropolitan,2079.0
8094,Moonee Ponds,Ascot,2,u,439000.0,S,Frank,2017,6.9,3039.0,2.0,1.0,1.0,0.0,70.0,2005.0,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232.0
8095,Moonee Ponds,Bowen,2,h,1040000.0,S,Nelson,2017,6.9,3039.0,2.0,1.0,2.0,313.0,95.0,1920.0,Moonee Valley,-37.7663,144.9098,Western Metropolitan,6232.0
8096,Moonee Ponds,Corio,3,h,1670000.0,S,Brad,2017,6.9,3039.0,3.0,2.0,2.0,803.0,166.0,1915.0,Moonee Valley,-37.7627,144.9047,Western Metropolitan,6232.0
8097,Moonee Ponds,Eglinton,4,h,1940000.0,PI,Frank,2017,6.9,3039.0,4.0,2.0,3.0,675.0,228.0,1920.0,Moonee Valley,-37.7686,144.912,Western Metropolitan,6232.0
8098,Moonee Ponds,Moore,2,u,560000.0,PI,Alexkarbon,2017,6.9,3039.0,2.0,2.0,1.0,0.0,63.0,2015.0,Moonee Valley,-37.7675,144.92,Western Metropolitan,6232.0
8100,Moonee Ponds,Waverley,4,h,1515000.0,S,Nelson,2017,6.9,3039.0,4.0,2.0,3.0,574.0,203.0,1910.0,Moonee Valley,-37.7644,144.9061,Western Metropolitan,6232.0
8103,Moonee Ponds,Park,5,h,2300000.0,PI,Nelson,2017,6.9,3039.0,5.0,2.0,2.0,597.0,322.0,1930.0,Moonee Valley,-37.7611,144.9095,Western Metropolitan,6232.0
8106,Moonee Ponds,Huntly,2,h,970000.0,S,Nelson,2017,6.9,3039.0,2.0,1.0,2.0,272.0,85.0,1900.0,Moonee Valley,-37.7641,144.9073,Western Metropolitan,6232.0
8107,Moonee Ponds,McPherson,3,h,1070000.0,S,Nelson,2017,6.9,3039.0,3.0,1.0,2.0,231.0,130.0,1995.0,Moonee Valley,-37.7616,144.9284,Western Metropolitan,6232.0
8108,Moonee Ponds,Ascot,2,u,542000.0,SA,Hodges,2017,6.9,3039.0,2.0,2.0,1.0,0.0,82.0,2004.0,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232.0
8109,Moonee Ponds,Darling,3,h,1240000.0,S,McDonald,2017,6.9,3039.0,3.0,2.0,2.0,275.0,106.0,1880.0,Moonee Valley,-37.767,144.9108,Western Metropolitan,6232.0
8110,Moonee Ponds,George,4,h,955000.0,S,Woodards,2017,6.9,3039.0,4.0,2.0,3.0,431.0,246.0,1910.0,Moonee Valley,-37.7615,144.9094,Western Metropolitan,6232.0
8112,Murrumbeena,Merrimu,4,h,1656000.0,S,Mandy,2017,12.1,3163.0,4.0,2.0,2.0,651.0,199.0,1940.0,Glen Eira,-37.8879,145.0768,Southern Metropolitan,4442.0
8115,Murrumbeena,Murrumbeena,2,u,582000.0,S,Gary,2017,12.1,3163.0,2.0,1.0,2.0,1113.0,93.0,2010.0,Glen Eira,-37.8892,145.0664,Southern Metropolitan,4442.0
8117,Murrumbeena,Donal,3,h,1255000.0,S,hockingstuart,2017,12.1,3163.0,3.0,1.0,2.0,557.0,108.0,1950.0,Glen Eira,-37.9059,145.0733,Southern Metropolitan,4442.0
8120,Murrumbeena,Murrumbeena,2,u,535000.0,PI,Fletchers,2017,12.1,3163.0,2.0,1.0,1.0,77.0,77.0,1970.0,Glen Eira,-37.8999,145.0643,Southern Metropolitan,4442.0
8121,Murrumbeena,Murrumbeena,2,u,586000.0,SP,Fletchers,2017,12.1,3163.0,2.0,2.0,1.0,0.0,75.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442.0
8123,Newport,Agg,4,h,1230000.0,SP,Gunn&Co,2017,8.4,3015.0,4.0,2.0,1.0,402.0,146.0,1925.0,Hobsons Bay,-37.8433,144.8774,Western Metropolitan,5498.0
8124,Newport,Challis,4,h,1560000.0,S,Village,2017,8.4,3015.0,4.0,2.0,3.0,480.0,235.0,1940.0,Hobsons Bay,-37.8439,144.8733,Western Metropolitan,5498.0
8132,Newport,Blackshaws,3,h,975000.0,S,RT,2017,8.4,3015.0,3.0,2.0,2.0,333.0,192.0,2010.0,Hobsons Bay,-37.8334,144.8673,Western Metropolitan,5498.0
8133,Newport,Clyde,5,h,1820000.0,SP,Sweeney,2017,8.4,3015.0,5.0,2.0,7.0,760.0,229.0,1935.0,Hobsons Bay,-37.8437,144.865,Western Metropolitan,5498.0
8134,Newport,Gordon,3,t,900000.0,S,Greg,2017,8.4,3015.0,3.0,2.0,2.0,575.0,128.0,2017.0,Hobsons Bay,-37.8389,144.8666,Western Metropolitan,5498.0
8137,Newport,Blackshaws,4,h,956000.0,S,Sweeney,2017,8.4,3015.0,4.0,2.0,4.0,540.0,113.0,1970.0,Hobsons Bay,-37.8339,144.8716,Western Metropolitan,5498.0
8140,Newport,Oxford,4,h,1650000.0,S,Greg,2017,8.4,3015.0,4.0,1.0,4.0,837.0,173.0,1930.0,Hobsons Bay,-37.837,144.8772,Western Metropolitan,5498.0
8141,Newport,Alma,4,h,2337000.0,S,Williams,2017,8.4,3015.0,4.0,2.0,3.0,580.0,222.0,1890.0,Hobsons Bay,-37.8477,144.8903,Western Metropolitan,5498.0
8144,Newport,Hobson,3,h,1075000.0,SP,Raine,2017,8.4,3015.0,3.0,1.0,0.0,452.0,146.0,1950.0,Hobsons Bay,-37.8402,144.8886,Western Metropolitan,5498.0
8149,Niddrie,Ryder,3,h,810000.0,S,Barry,2017,11.2,3042.0,3.0,2.0,1.0,297.0,139.0,1955.0,Moonee Valley,-37.738,144.8865,Western Metropolitan,2291.0
8153,Niddrie,Haldane,2,u,510000.0,VB,Barry,2017,11.2,3042.0,2.0,1.0,1.0,167.0,69.0,2013.0,Moonee Valley,-37.7343,144.8824,Western Metropolitan,2291.0
8154,Niddrie,Keilor,1,u,325000.0,PI,Nelson,2017,11.2,3042.0,1.0,1.0,1.0,710.0,58.0,2015.0,Moonee Valley,-37.7355,144.8874,Western Metropolitan,2291.0
8155,Niddrie,Coghlan,3,t,800000.0,PI,Barry,2017,11.2,3042.0,3.0,2.0,2.0,202.0,151.0,2015.0,Moonee Valley,-37.7418,144.8833,Western Metropolitan,2291.0
8157,Niddrie,Hotham,3,u,500000.0,SP,Nelson,2017,11.2,3042.0,3.0,1.0,1.0,1218.0,94.0,2012.0,Moonee Valley,-37.736,144.8886,Western Metropolitan,2291.0
8160,Northcote,High,2,u,680000.0,SP,McGrath,2017,5.5,3070.0,2.0,2.0,1.0,1106.0,70.0,2009.0,Darebin,-37.7679,144.9994,Northern Metropolitan,11364.0
8163,Northcote,Herbert,3,h,1300000.0,SP,Jellis,2017,5.5,3070.0,3.0,1.0,0.0,191.0,108.0,1915.0,Darebin,-37.7717,144.995,Northern Metropolitan,11364.0
8164,Northcote,Johnson,2,h,995000.0,PI,Purplebricks,2017,5.5,3070.0,2.0,1.0,2.0,228.0,110.0,2004.0,Darebin,-37.7634,144.9985,Northern Metropolitan,11364.0
8165,Northcote,Bastings,5,h,1750000.0,PI,Nelson,2017,5.5,3070.0,5.0,2.0,0.0,406.0,225.0,1900.0,Darebin,-37.7751,145.0099,Northern Metropolitan,11364.0
8173,Northcote,Beavers,2,h,1050000.0,S,Jellis,2017,5.5,3070.0,2.0,1.0,1.0,181.0,85.0,1925.0,Darebin,-37.7659,144.9903,Northern Metropolitan,11364.0
8176,Northcote,Kellett,3,h,1235000.0,S,Ray,2017,5.5,3070.0,3.0,1.0,1.0,534.0,127.0,1960.0,Darebin,-37.7677,145.0142,Northern Metropolitan,11364.0
8177,Oak Park,Kiama,2,t,600000.0,S,Nelson,2017,11.5,3046.0,2.0,1.0,1.0,161.0,112.0,2015.0,Moreland,-37.712,144.9175,Northern Metropolitan,2651.0
8179,Oak Park,The,3,u,601000.0,SP,Barry,2017,11.5,3046.0,3.0,1.0,2.0,220.0,90.0,1990.0,Moreland,-37.7131,144.9091,Northern Metropolitan,2651.0
8180,Oak Park,Winifred,3,h,755000.0,SP,Eview,2017,11.5,3046.0,3.0,2.0,1.0,341.0,170.0,2003.0,Moreland,-37.7166,144.9104,Northern Metropolitan,2651.0
8186,Oak Park,Lex,3,u,648000.0,S,Nelson,2017,11.5,3046.0,3.0,1.0,1.0,0.0,94.0,1998.0,Moreland,-37.7188,144.9243,Northern Metropolitan,2651.0
8188,Oakleigh,Watsonia,4,h,1615000.0,S,Woodards,2017,14.0,3166.0,4.0,2.0,2.0,537.0,199.0,1920.0,Monash,-37.91,145.096,Southern Metropolitan,3224.0
8189,Oakleigh,Dandenong,3,u,655000.0,PI,Ray,2017,14.0,3166.0,3.0,1.0,2.0,160.0,104.0,1970.0,Monash,-37.8946,145.0944,Southern Metropolitan,3224.0
8190,Oakleigh,Gadd,5,h,1351000.0,S,Ray,2017,14.0,3166.0,5.0,3.0,2.0,707.0,175.0,1955.0,Monash,-37.9098,145.097,Southern Metropolitan,3224.0
8194,Oakleigh,Atherton,4,h,1600000.0,PI,Ray,2017,14.0,3166.0,4.0,3.0,4.0,691.0,213.0,1950.0,Monash,-37.8999,145.0993,Southern Metropolitan,3224.0
8195,Oakleigh,Atkinson,4,h,1840000.0,S,Woodards,2017,14.0,3166.0,4.0,2.0,2.0,598.0,222.0,1900.0,Monash,-37.898,145.0928,Southern Metropolitan,3224.0
8197,Ormond,Draper,5,h,2250000.0,S,Buxton,2017,11.8,3204.0,5.0,2.0,2.0,699.0,228.0,1925.0,Glen Eira,-37.908,145.0502,Southern Metropolitan,3578.0
8198,Ormond,Walsh,2,u,437500.0,S,Woodards,2017,11.8,3204.0,2.0,1.0,1.0,0.0,74.0,1970.0,Glen Eira,-37.9023,145.0461,Southern Metropolitan,3578.0
8199,Ormond,Lillimur,3,u,960000.0,S,hockingstuart,2017,11.8,3204.0,3.0,2.0,2.0,199.0,167.0,1995.0,Glen Eira,-37.9034,145.0409,Southern Metropolitan,3578.0
8201,Ormond,Tucker,4,t,1425000.0,S,Buxton,2017,11.8,3204.0,4.0,2.0,2.0,314.0,189.0,2000.0,Glen Eira,-37.9084,145.0532,Southern Metropolitan,3578.0
8205,Parkville,Park,3,h,2790000.0,S,Collins,2017,2.6,3052.0,3.0,2.0,1.0,180.0,120.0,1890.0,Melbourne,-37.7961,144.9538,Northern Metropolitan,2309.0
8206,Pascoe Vale,Devon,3,h,755000.0,S,Nelson,2017,9.9,3044.0,3.0,2.0,2.0,294.0,110.0,1950.0,Moreland,-37.7215,144.9251,Northern Metropolitan,7485.0
8208,Pascoe Vale,Ann,2,h,999000.0,S,Nelson,2017,9.9,3044.0,2.0,1.0,1.0,587.0,95.0,1920.0,Moreland,-37.7306,144.9357,Northern Metropolitan,7485.0
8210,Pascoe Vale,Derby,4,h,800000.0,S,Nelson,2017,9.9,3044.0,4.0,1.0,1.0,593.0,131.0,1970.0,Moreland,-37.7278,144.9463,Northern Metropolitan,7485.0
8212,Pascoe Vale,Bawden,4,h,770000.0,S,Nelson,2017,9.9,3044.0,4.0,1.0,2.0,596.0,130.0,1960.0,Moreland,-37.7195,144.9456,Northern Metropolitan,7485.0
8214,Pascoe Vale,Derby,3,h,585000.0,S,YPA,2017,9.9,3044.0,3.0,1.0,1.0,0.0,129.0,2000.0,Moreland,-37.7243,144.9473,Northern Metropolitan,7485.0
8216,Pascoe Vale,Sims,3,h,708000.0,S,hockingstuart,2017,9.9,3044.0,3.0,1.0,2.0,321.0,94.0,1950.0,Moreland,-37.7242,144.9424,Northern Metropolitan,7485.0
8220,Pascoe Vale,Arndt,2,u,427500.0,S,hockingstuart,2017,9.9,3044.0,2.0,1.0,1.0,134.0,75.0,1988.0,Moreland,-37.7216,144.9292,Northern Metropolitan,7485.0
8221,Pascoe Vale,Northumberland,3,t,560000.0,S,Nelson,2017,9.9,3044.0,3.0,2.0,1.0,141.0,94.0,2009.0,Moreland,-37.7177,144.9328,Northern Metropolitan,7485.0
8223,Pascoe Vale,Bolingbroke,2,t,520000.0,S,Brad,2017,9.9,3044.0,2.0,1.0,1.0,0.0,82.0,2011.0,Moreland,-37.7324,144.9377,Northern Metropolitan,7485.0
8226,Pascoe Vale,Hayes,5,h,958000.0,S,Nelson,2017,9.9,3044.0,5.0,2.0,2.0,706.0,166.0,1950.0,Moreland,-37.7328,144.9281,Northern Metropolitan,7485.0
8228,Port Melbourne,Esplanade,3,h,1400000.0,S,Marshall,2017,3.8,3207.0,3.0,3.0,0.0,92.0,105.0,1910.0,Port Phillip,-37.8368,144.9463,Southern Metropolitan,8648.0
8229,Port Melbourne,Dow,2,u,520000.0,VB,Buxton,2017,3.8,3207.0,2.0,1.0,1.0,2166.0,54.0,2012.0,Port Phillip,-37.8415,144.9412,Southern Metropolitan,8648.0
8231,Port Melbourne,Nott,2,h,801000.0,S,Greg,2017,3.8,3207.0,2.0,2.0,1.0,0.0,90.0,2012.0,Port Phillip,-37.84,144.939,Southern Metropolitan,8648.0
8232,Port Melbourne,Station,3,h,2400000.0,S,Greg,2017,3.8,3207.0,3.0,2.0,2.0,368.0,226.0,1880.0,Port Phillip,-37.8323,144.9463,Southern Metropolitan,8648.0
8233,Port Melbourne,Nott,2,u,575000.0,S,Biggin,2017,3.8,3207.0,2.0,1.0,1.0,7159.0,61.0,2008.0,Port Phillip,-37.841,144.9386,Southern Metropolitan,8648.0
8238,Port Melbourne,Clark,4,h,2700000.0,S,Marshall,2017,3.8,3207.0,4.0,3.0,2.0,317.0,156.0,1900.0,Port Phillip,-37.8346,144.9358,Southern Metropolitan,8648.0
8240,Port Melbourne,Pickles,2,u,600000.0,VB,hockingstuart,2017,3.8,3207.0,2.0,1.0,1.0,0.0,61.0,2005.0,Port Phillip,-37.8443,144.9442,Southern Metropolitan,8648.0
8241,Port Melbourne,Seisman,2,u,1030000.0,S,Buxton,2017,3.8,3207.0,2.0,2.0,2.0,21715.0,99.0,2005.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0
8245,Prahran,Hillingdon,2,u,645000.0,S,Gary,2017,4.5,3181.0,2.0,1.0,1.0,2842.0,84.0,1920.0,Stonnington,-37.8513,144.9943,Southern Metropolitan,7717.0
8246,Prahran,Williams,2,u,550000.0,SP,Thomson,2017,4.5,3181.0,2.0,1.0,1.0,72.0,69.0,1976.0,Stonnington,-37.8542,145.0024,Southern Metropolitan,7717.0
8249,Prahran,High,2,u,630000.0,S,hockingstuart,2017,4.5,3181.0,2.0,1.0,1.0,0.0,59.0,1970.0,Stonnington,-37.8538,145.0088,Southern Metropolitan,7717.0
8250,Prahran,High,2,u,685000.0,S,hockingstuart,2017,4.5,3181.0,2.0,1.0,1.0,8220.0,87.0,1965.0,Stonnington,-37.8508,144.9874,Southern Metropolitan,7717.0
8252,Prahran,Spring,1,h,860000.0,PI,hockingstuart,2017,4.5,3181.0,1.0,1.0,0.0,108.0,54.0,1905.0,Stonnington,-37.8508,145.0051,Southern Metropolitan,7717.0
8257,Preston,West,3,h,1190000.0,S,Barry,2017,8.8,3072.0,3.0,2.0,2.0,572.0,118.0,1935.0,Darebin,-37.736,145.0033,Northern Metropolitan,14577.0
8260,Preston,Leicester,3,h,1121000.0,S,Barry,2017,8.8,3072.0,3.0,2.0,3.0,604.0,123.0,1925.0,Darebin,-37.7438,144.9971,Northern Metropolitan,14577.0
8263,Preston,William,3,h,917500.0,S,Nelson,2017,8.8,3072.0,3.0,2.0,2.0,472.0,123.0,1965.0,Darebin,-37.7336,145.0022,Northern Metropolitan,14577.0
8265,Preston,Benambra,3,h,800000.0,PI,hockingstuart,2017,8.8,3072.0,3.0,2.0,2.0,319.0,124.0,1940.0,Darebin,-37.7334,144.9873,Northern Metropolitan,14577.0
8266,Preston,Carthew,4,h,1075000.0,S,Nelson,2017,8.8,3072.0,4.0,1.0,2.0,521.0,146.0,1935.0,Darebin,-37.7506,144.99,Northern Metropolitan,14577.0
8270,Preston,Grandview,3,h,1000000.0,VB,Nelson,2017,8.8,3072.0,3.0,1.0,3.0,624.0,145.0,1950.0,Darebin,-37.7373,144.9864,Northern Metropolitan,14577.0
8274,Preston,Ambon,3,h,910000.0,S,hockingstuart,2017,8.8,3072.0,3.0,1.0,1.0,674.0,90.0,1955.0,Darebin,-37.7341,145.0275,Northern Metropolitan,14577.0
8280,Preston,Adams,3,h,690000.0,S,RW,2017,8.8,3072.0,3.0,1.0,2.0,581.0,90.0,1960.0,Darebin,-37.7536,145.0191,Northern Metropolitan,14577.0
8282,Preston,Malpas,3,h,1100000.0,S,Nelson,2017,8.8,3072.0,3.0,2.0,4.0,637.0,124.0,1950.0,Darebin,-37.7344,145.0208,Northern Metropolitan,14577.0
8285,Preston,Tyler,1,u,385000.0,SP,Brad,2017,8.8,3072.0,1.0,1.0,1.0,896.0,65.0,2011.0,Darebin,-37.7316,145.0201,Northern Metropolitan,14577.0
8292,Reservoir,Zinnia,3,h,595000.0,SP,Barry,2017,11.2,3073.0,3.0,1.0,1.0,490.0,116.0,1970.0,Darebin,-37.7152,144.9817,Northern Metropolitan,21650.0
8295,Reservoir,Mais,4,h,905000.0,S,hockingstuart,2017,11.2,3073.0,4.0,2.0,2.0,696.0,142.0,1965.0,Darebin,-37.7074,145.0276,Northern Metropolitan,21650.0
8296,Reservoir,McMahon,5,h,845000.0,S,RW,2017,11.2,3073.0,5.0,2.0,2.0,676.0,100.0,1960.0,Darebin,-37.7114,145.02100000000004,Northern Metropolitan,21650.0
8297,Reservoir,Rathcown,3,t,815000.0,S,Barry,2017,11.2,3073.0,3.0,2.0,2.0,213.0,1.0,2012.0,Darebin,-37.7085,145.018,Northern Metropolitan,21650.0
8298,Reservoir,Tovey,4,h,770000.0,S,Ray,2017,11.2,3073.0,4.0,3.0,3.0,697.0,213.0,1970.0,Darebin,-37.701,144.9993,Northern Metropolitan,21650.0
8300,Reservoir,Wilson,3,h,610000.0,S,Barry,2017,11.2,3073.0,3.0,1.0,2.0,435.0,102.0,1960.0,Darebin,-37.7054,144.9945,Northern Metropolitan,21650.0
8302,Reservoir,Delaware,2,h,861500.0,S,Nelson,2017,11.2,3073.0,2.0,1.0,1.0,419.0,100.0,1940.0,Darebin,-37.721,145.016,Northern Metropolitan,21650.0
8303,Reservoir,Henty,3,h,801000.0,SP,Love,2017,11.2,3073.0,3.0,1.0,1.0,551.0,115.0,1950.0,Darebin,-37.7194,145.0015,Northern Metropolitan,21650.0
8306,Reservoir,Merrilands,2,u,490000.0,S,Ray,2017,11.2,3073.0,2.0,1.0,1.0,143.0,85.0,2009.0,Darebin,-37.6955,145.0097,Northern Metropolitan,21650.0
8307,Reservoir,Miranda,3,h,605000.0,S,Love,2017,11.2,3073.0,3.0,1.0,2.0,371.0,112.0,1950.0,Darebin,-37.7068,145.0193,Northern Metropolitan,21650.0
